,genres,app_name,title,price,item_id,developer,release_year,user_id,posted,recommend,sentiment_analysis
57,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198084204849,"Posted April 13, 2014.",True,2
58,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,-Ultrix,"Posted January 27, 2014.",True,2
59,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,supercheesetoaster,"Posted July 7, 2015.",True,2
60,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198125270928,"Posted September 24, 2015.",True,2
61,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,pizzajesus,"Posted January 13, 2015.",True,0
62,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198312638244,Posted July 10.,True,2
63,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,DeadFishCorporation,"Posted November 28, 2014.",True,0
64,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,76561198077337646,"Posted January 20, 2015.",True,2
65,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,Tacos4Lyfe,"Posted August 21, 2015.",True,0
66,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,kamakze751,"Posted December 6, 2013.",True,2
67,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,76561198065138903,"Posted September 14, 2014.",True,2
68,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,alasdair2013,"Posted December 22, 2014.",True,0
69,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,SuperSalter3000,Posted May 3.,True,2
70,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,76561197996992703,"Posted November 3, 2014.",True,2
71,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,76561198071308026,"Posted December 6, 2014.",True,1
72,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,SuperAnalNoScope,"Posted August 21, 2015.",True,1
73,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,INFERNOpineapple,"Posted January 2, 2014.",False,0
74,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,kidhypocrisy,Posted January 4.,True,2
75,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,76561198070548390,Posted January 13.,True,2
76,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,nnotzsb,"Posted December 20, 2013.",True,2
77,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,imstrongerthanyou,"Posted October 21, 2015.",True,2
78,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,LudoTiddlywinks,"Posted June 25, 2014.",True,2
79,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,wealthybigpenis69,"Posted August 31, 2014.",True,0
80,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,aussiedude101101,"Posted January 17, 2014.",True,2
81,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,jacobissick,"Posted March 3, 2014.",True,2
82,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,kelly31944,"Posted March 29, 2014.",True,2
83,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,76561198064649892,"Posted January 31, 2014.",True,2
84,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,caydrobertson,"Posted April 4, 2015.",True,0
85,"['Action', 'Indie', 'RPG']",The Ship: Murder Party,The Ship: Murder Party,9.99,2400,Outerlight Ltd.,2006,76561198095562061,"Posted June 19, 2014.",True,0
86,['Action'],Advent Rising,Advent Rising,9.99,3800,GlyphX Games,2005,DrQuaz,"Posted June 8, 2014.",True,2
87,"['Indie', 'Strategy']",DEFCON,DEFCON,9.99,1520,Introversion Software,2006,archsniper9,"Posted October 8, 2013.",True,2
88,"['Indie', 'Strategy']",DEFCON,DEFCON,9.99,1520,Introversion Software,2006,mozzie-killer,"Posted May 22, 2012.",True,2
89,"['Indie', 'Strategy']",DEFCON,DEFCON,9.99,1520,Introversion Software,2006,76561198068204503,"Posted June 15, 2014.",True,2
90,"['Indie', 'Strategy']",DEFCON,DEFCON,9.99,1520,Introversion Software,2006,Dabeh,"Posted May 5, 2015.",True,2
91,"['Indie', 'Strategy']",DEFCON,DEFCON,9.99,1520,Introversion Software,2006,elliottgame,"Posted December 22, 2014.",False,0
92,"['Indie', 'Strategy']",DEFCON,DEFCON,9.99,1520,Introversion Software,2006,FatPimp,"Posted December 31, 2014.",True,2
93,"['Indie', 'Strategy']",DEFCON,DEFCON,9.99,1520,Introversion Software,2006,goonmurry,"Posted January 6, 2015.",False,1
94,"['Indie', 'Strategy']",DEFCON,DEFCON,9.99,1520,Introversion Software,2006,Ogargd,"Posted April 26, 2014.",True,2
95,"['Action', 'Indie', 'RPG']",The Ship: Single Player,The Ship: Single Player,9.99,2420,Outerlight Ltd.,2006,76561198060713420,"Posted February 21, 2014.",True,2
96,"['Action', 'Indie', 'RPG']",The Ship: Single Player,The Ship: Single Player,9.99,2420,Outerlight Ltd.,2006,ristoff-,"Posted May 8, 2014.",True,2
97,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,WeiEDKrSat,"Posted December 25, 2013.",True,1
98,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,death-hunter,"Posted February 19, 2014.",True,2
99,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198048353577,Posted May 16.,True,2
100,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,KanadeTheNeko,"Posted May 29, 2014.",True,2
101,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,diego9031,Posted July 30.,True,1
102,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198090715178,"Posted March 28, 2014.",True,2
103,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,AVATAR715,"Posted February 16, 2014.",True,2
104,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,DemonicWolvz,"Posted March 29, 2015.",True,1
105,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,washington_,Posted August 19.,True,2
106,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Pyromanic,"Posted February 15, 2013.",True,2
107,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198044169764,"Posted June 3, 2015.",True,1
108,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198087010391,"Posted April 4, 2015.",True,2
109,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,tarjla,"Posted November 21, 2013.",True,2
110,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,hellcat59,"Posted July 18, 2014.",True,2
111,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,I_DID_911_JUST_SAYING,Posted June 26.,True,2
112,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,TomoeMamiewe,Posted June 24.,True,1
113,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,SlutOnTheSpit,"Posted January 2, 2014.",True,2
114,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Alex680,"Posted April 25, 2014.",True,2
115,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,uradumbtit,"Posted August 4, 2014.",True,2
116,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,darkmassieh,Posted July 6.,True,2
117,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198082992295,"Posted June 2, 2014.",True,2
118,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Astrelt,"Posted April 3, 2015.",True,2
119,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,omgihaveawebpage,Posted March 11.,True,2
120,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,de_triggered,"Posted July 6, 2015.",True,2
121,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,BBBirb,"Posted January 7, 2014.",True,1
122,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198064579722,Posted May 24.,True,2
123,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198096750939,"Posted October 20, 2015.",True,2
124,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Too_1337,"Posted June 15, 2015.",True,2
125,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,IJustWantedToTalk,"Posted May 6, 2015.",True,2
126,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Barridos,"Posted April 9, 2014.",True,1
127,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,hbk1462,"Posted June 25, 2014.",True,2
128,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198057389499,"Posted November 20, 2015.",True,2
129,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,bobseagull,"Posted May 7, 2014.",True,1
130,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Bonesdontrattlethem,"Posted June 20, 2014.",True,0
131,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198105270589,"Posted July 17, 2015.",True,2
132,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,BugsyBro,"Posted June 29, 2014.",True,1
133,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198079009374,"Posted June 27, 2014.",True,2
134,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198067657905,"Posted June 20, 2014.",True,2
135,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,carouserwhite,"Posted February 19, 2014.",True,2
136,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,asdasdfsadgdfhfgjggj,"Posted May 5, 2014.",True,2
137,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198097450390,"Posted December 6, 2015.",True,1
138,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198142474106,"Posted December 13, 2015.",True,0
139,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Norf_Norf,"Posted February 9, 2013.",True,2
140,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198041840982,"Posted December 21, 2013.",True,1
141,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,OfficialSenix,"Posted April 11, 2015.",False,2
142,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,kelby003,Posted September 8.,True,2
143,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198071207551,"Posted June 28, 2014.",True,1
144,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198074347537,"Posted June 17, 2014.",True,1
145,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198172099661,"Posted October 30, 2015.",True,2
146,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,ndrss,Posted April 14.,True,2
147,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198107928649,"Posted December 19, 2015.",False,1
148,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198048024738,"Posted January 24, 2014.",True,1
149,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198012514677,"Posted March 28, 2015.",True,1
150,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198101576470,"Posted November 29, 2013.",True,2
151,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Yugm,"Posted February 24, 2014.",True,0
152,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198052661205,"Posted May 31, 2012.",True,0
153,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,ashley1222,"Posted December 31, 2015.",True,1
154,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198165512984,"Posted December 6, 2015.",True,2
155,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198056288026,Posted August 5.,True,2
156,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Mr_Doge,"Posted May 10, 2014.",True,2
157,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,EternumHD,"Posted April 23, 2014.",True,2
158,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198047208774,"Posted April 29, 2015.",True,2
159,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,izumireina,"Posted November 3, 2015.",True,2
160,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Fluphy_,"Posted November 27, 2013.",True,2
161,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198162487321,Posted February 13.,True,0
162,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Frankaloons,"Posted July 28, 2014.",True,2
163,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561197995338574,"Posted November 9, 2012.",True,2
164,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198066916378,"Posted December 27, 2013.",True,2
165,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,FunkMeister1,"Posted June 22, 2011.",True,1
166,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,sunnnnnnnnnnnny,"Posted March 14, 2014.",True,2
167,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,greyson_4450,Posted February 24.,True,2
168,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198138586856,Posted January 24.,True,2
169,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,TheWaterGod,"Posted November 1, 2014.",True,1
170,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198080881484,"Posted February 3, 2014.",True,2
171,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,DANKESTMEMEMACHINEEVER,"Posted January 12, 2015.",True,1
172,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198066734993,"Posted September 9, 2014.",True,2
173,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,HeliDash,"Posted June 24, 2013.",True,2
174,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198123074348,"Posted December 6, 2014.",True,2
175,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,DazzaPlays,"Posted January 13, 2014.",True,2
176,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,poopeepeepoo,"Posted March 18, 2014.",True,1
177,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,pudjapu,"Posted January 9, 2014.",True,2
178,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198087871638,"Posted June 15, 2013.",True,2
179,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198223442840,"Posted August 21, 2015.",True,2
180,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,ias19112000,"Posted December 9, 2013.",True,1
181,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,ITCGaming101,Posted March 1.,True,2
182,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,yodadda,"Posted November 30, 2013.",True,2
183,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198047273546,"Posted October 6, 2014.",True,2
184,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,ironcass,Posted August 8.,True,1
185,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198062417966,"Posted August 25, 2012.",True,2
186,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,psn_jmcgamer12,"Posted February 22, 2013.",True,2
187,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,TheLifeAndTimesOfTim,"Posted May 29, 2015.",True,2
188,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,mistersicklad483759,Posted January 23.,True,0
189,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,ducksswamp,"Posted May 10, 2014.",True,2
190,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198107506517,"Posted May 29, 2014.",True,2
191,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198065764432,"Posted January 14, 2015.",True,2
192,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198042236060,"Posted December 15, 2013.",True,2
193,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,lachie222,"Posted January 15, 2014.",True,1
194,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,LachieLobster,"Posted January 23, 2015.",True,2
195,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,76561198123388393,Posted May 30.,True,2
196,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,nchavezzzzz,"Posted August 30, 2014.",True,1
197,"['Indie', 'Simulation']",Garry's Mod,Garry's Mod,9.99,4000,Facepunch Studios,2006,Officer_Bathtub,"Posted August 3, 2014.",True,2
