,genres,app_name,price_x,item_id,developer,user_id,playtime_forever,recommend,sentiment_analysis
76,Action,Half-Life,9.99,70,Valve,76561198120435703,33.0,True,0
77,Action,Half-Life,9.99,70,Valve,76561198120435703,33.0,True,1
78,Action,Half-Life,9.99,70,Valve,76561198068133488,539.0,True,2
79,Action,Half-Life,9.99,70,Valve,76561198068133488,539.0,True,0
80,Action,Half-Life,9.99,70,Valve,76561198068133488,539.0,True,1
81,Action,Half-Life,9.99,70,Valve,76561198082934888,95.0,True,2
82,Action,Half-Life,9.99,70,Valve,76561198082934888,95.0,True,0
83,Action,Half-Life,9.99,70,Valve,76561198082934888,95.0,True,1
84,Action,Half-Life,9.99,70,Valve,76561198023843779,409.0,True,2
85,Action,Half-Life,9.99,70,Valve,76561198023843779,409.0,True,0
86,Action,Half-Life,9.99,70,Valve,76561198023843779,409.0,True,1
87,Action,Half-Life,9.99,70,Valve,Tulen4k123,74.0,True,2
88,Action,Half-Life,9.99,70,Valve,Tulen4k123,74.0,True,0
89,Action,Half-Life,9.99,70,Valve,Tulen4k123,74.0,True,1
90,Action,Half-Life,9.99,70,Valve,76561198076352288,141.0,True,2
91,Action,Half-Life,9.99,70,Valve,76561198076352288,141.0,True,0
92,Action,Half-Life,9.99,70,Valve,76561198076352288,141.0,True,1
93,Action,Half-Life,9.99,70,Valve,HOOD4R,291.0,True,2
94,Action,Half-Life,9.99,70,Valve,HOOD4R,291.0,True,0
95,Action,Half-Life,9.99,70,Valve,HOOD4R,291.0,True,1
96,Action,Half-Life,9.99,70,Valve,76561198044496533,1211.0,True,2
97,Action,Half-Life,9.99,70,Valve,76561198044496533,1211.0,True,0
98,Action,Half-Life,9.99,70,Valve,76561198044496533,1211.0,True,1
99,Action,Half-Life,9.99,70,Valve,76561198088035972,339.0,True,2
100,Action,Half-Life,9.99,70,Valve,76561198088035972,339.0,True,0
101,Action,Half-Life,9.99,70,Valve,76561198088035972,339.0,True,1
102,Action,Half-Life,9.99,70,Valve,76561198084293747,43.0,True,2
103,Action,Half-Life,9.99,70,Valve,76561198084293747,43.0,True,0
104,Action,Half-Life,9.99,70,Valve,76561198084293747,43.0,True,1
105,Action,Half-Life,9.99,70,Valve,thebigchiklis,84.0,True,2
106,Action,Half-Life,9.99,70,Valve,thebigchiklis,84.0,True,0
107,Action,Half-Life,9.99,70,Valve,thebigchiklis,84.0,True,1
108,Action,Half-Life,9.99,70,Valve,76561198162994701,13.0,True,2
109,Action,Half-Life,9.99,70,Valve,76561198162994701,13.0,True,0
110,Action,Half-Life,9.99,70,Valve,76561198162994701,13.0,True,1
111,Action,Half-Life,9.99,70,Valve,BlazeXERs,88.0,True,2
112,Action,Half-Life,9.99,70,Valve,BlazeXERs,88.0,True,0
113,Action,Half-Life,9.99,70,Valve,BlazeXERs,88.0,True,1
114,Action,Half-Life,9.99,70,Valve,76561198051215432,139.0,True,2
115,Action,Half-Life,9.99,70,Valve,76561198051215432,139.0,True,0
116,Action,Half-Life,9.99,70,Valve,76561198051215432,139.0,True,1
117,Action,Half-Life,9.99,70,Valve,76561198082325305,590.0,True,2
118,Action,Half-Life,9.99,70,Valve,76561198082325305,590.0,True,0
119,Action,Half-Life,9.99,70,Valve,76561198082325305,590.0,True,1
120,Action,Half-Life,9.99,70,Valve,76561198070613130,133.0,True,2
121,Action,Half-Life,9.99,70,Valve,76561198070613130,133.0,True,0
122,Action,Half-Life,9.99,70,Valve,76561198070613130,133.0,True,1
123,Action,Half-Life,9.99,70,Valve,76561197997357594,14.0,True,2
124,Action,Half-Life,9.99,70,Valve,76561197997357594,14.0,True,0
125,Action,Half-Life,9.99,70,Valve,76561197997357594,14.0,True,1
126,Action,Half-Life,9.99,70,Valve,76561198063988987,62.0,True,2
127,Action,Half-Life,9.99,70,Valve,76561198063988987,62.0,True,0
128,Action,Half-Life,9.99,70,Valve,76561198063988987,62.0,True,1
129,Action,Half-Life,9.99,70,Valve,76561198062935320,533.0,True,2
130,Action,Half-Life,9.99,70,Valve,76561198062935320,533.0,True,0
131,Action,Half-Life,9.99,70,Valve,76561198062935320,533.0,True,1
132,Action,Half-Life,9.99,70,Valve,76561198043068128,339.0,True,2
133,Action,Half-Life,9.99,70,Valve,76561198043068128,339.0,True,0
134,Action,Half-Life,9.99,70,Valve,76561198043068128,339.0,True,1
135,Action,Half-Life,9.99,70,Valve,76561198081497644,1.0,True,2
136,Action,Half-Life,9.99,70,Valve,76561198081497644,1.0,True,0
137,Action,Half-Life,9.99,70,Valve,76561198081497644,1.0,True,1
138,Action,Half-Life,9.99,70,Valve,sjh,216.0,True,2
139,Action,Half-Life,9.99,70,Valve,sjh,216.0,True,0
140,Action,Half-Life,9.99,70,Valve,sjh,216.0,True,1
141,Action,Half-Life,9.99,70,Valve,76561197992932254,687.0,True,2
142,Action,Half-Life,9.99,70,Valve,76561197992932254,687.0,True,0
143,Action,Half-Life,9.99,70,Valve,76561197992932254,687.0,True,1
144,Action,Half-Life,9.99,70,Valve,MATEUPHET,468.0,True,2
145,Action,Half-Life,9.99,70,Valve,MATEUPHET,468.0,True,0
146,Action,Half-Life,9.99,70,Valve,MATEUPHET,468.0,True,1
147,Action,Half-Life,9.99,70,Valve,merodoc,87.0,True,2
148,Action,Half-Life,9.99,70,Valve,merodoc,87.0,True,0
149,Action,Half-Life,9.99,70,Valve,merodoc,87.0,True,1
150,Action,Half-Life,9.99,70,Valve,ThatKidRanga,1.0,True,2
151,Action,Half-Life,9.99,70,Valve,ThatKidRanga,1.0,True,0
152,Action,Half-Life,9.99,70,Valve,ThatKidRanga,1.0,True,1
153,Action,Half-Life,9.99,70,Valve,shanelulz,133.0,True,2
154,Action,Half-Life,9.99,70,Valve,shanelulz,133.0,True,0
155,Action,Half-Life,9.99,70,Valve,shanelulz,133.0,True,1
156,Action,Half-Life,9.99,70,Valve,epicmorschmellowz,471.0,True,2
157,Action,Half-Life,9.99,70,Valve,epicmorschmellowz,471.0,True,0
158,Action,Half-Life,9.99,70,Valve,epicmorschmellowz,471.0,True,1
159,Action,Half-Life,9.99,70,Valve,76561198044171387,60.0,True,2
160,Action,Half-Life,9.99,70,Valve,76561198044171387,60.0,True,0
161,Action,Half-Life,9.99,70,Valve,76561198044171387,60.0,True,1
162,Action,Half-Life,9.99,70,Valve,76561198045152576,8.0,True,2
163,Action,Half-Life,9.99,70,Valve,76561198045152576,8.0,True,0
164,Action,Half-Life,9.99,70,Valve,76561198045152576,8.0,True,1
165,Action,Half-Life,9.99,70,Valve,warung,59.0,True,2
166,Action,Half-Life,9.99,70,Valve,warung,59.0,True,0
167,Action,Half-Life,9.99,70,Valve,warung,59.0,True,1
168,Action,Half-Life,9.99,70,Valve,tomsaxo,76.0,True,2
169,Action,Half-Life,9.99,70,Valve,tomsaxo,76.0,True,0
170,Action,Half-Life,9.99,70,Valve,tomsaxo,76.0,True,1
171,Action,Half-Life,9.99,70,Valve,HOTMEAT,788.0,True,2
172,Action,Half-Life,9.99,70,Valve,HOTMEAT,788.0,True,0
173,Action,Half-Life,9.99,70,Valve,HOTMEAT,788.0,True,1
174,Action,Half-Life,9.99,70,Valve,76561198052823187,5599.0,True,2
175,Action,Half-Life,9.99,70,Valve,76561198052823187,5599.0,True,0
176,Action,Half-Life,9.99,70,Valve,76561198052823187,5599.0,True,1
177,Action,Half-Life,9.99,70,Valve,76561198055517511,789.0,True,2
178,Action,Half-Life,9.99,70,Valve,76561198055517511,789.0,True,0
179,Action,Half-Life,9.99,70,Valve,76561198055517511,789.0,True,1
180,Action,Half-Life,9.99,70,Valve,MentosGaming,829.0,True,2
181,Action,Half-Life,9.99,70,Valve,MentosGaming,829.0,True,0
182,Action,Half-Life,9.99,70,Valve,MentosGaming,829.0,True,1
183,Action,Half-Life,9.99,70,Valve,76561198065423408,157.0,True,2
184,Action,Half-Life,9.99,70,Valve,76561198065423408,157.0,True,0
185,Action,Half-Life,9.99,70,Valve,76561198065423408,157.0,True,1
186,Action,Half-Life,9.99,70,Valve,ItsMyMommasRecipe,17.0,True,2
187,Action,Half-Life,9.99,70,Valve,ItsMyMommasRecipe,17.0,True,0
188,Action,Half-Life,9.99,70,Valve,ItsMyMommasRecipe,17.0,True,1
189,Action,Half-Life,9.99,70,Valve,76561198065956332,19.0,True,2
190,Action,Half-Life,9.99,70,Valve,76561198065956332,19.0,True,0
191,Action,Half-Life,9.99,70,Valve,76561198065956332,19.0,True,1
192,Action,Half-Life,9.99,70,Valve,76561198067916725,8.0,True,2
193,Action,Half-Life,9.99,70,Valve,76561198067916725,8.0,True,0
194,Action,Half-Life,9.99,70,Valve,76561198067916725,8.0,True,1
195,Action,Half-Life,9.99,70,Valve,76561198068526086,57.0,True,2
196,Action,Half-Life,9.99,70,Valve,76561198068526086,57.0,True,0
197,Action,Half-Life,9.99,70,Valve,76561198068526086,57.0,True,1
198,Action,Half-Life,9.99,70,Valve,CS101HU,1621.0,True,2
199,Action,Half-Life,9.99,70,Valve,CS101HU,1621.0,True,0
200,Action,Half-Life,9.99,70,Valve,CS101HU,1621.0,True,1
201,Action,Half-Life,9.99,70,Valve,76561198071436965,44.0,True,2
202,Action,Half-Life,9.99,70,Valve,76561198071436965,44.0,True,0
203,Action,Half-Life,9.99,70,Valve,76561198071436965,44.0,True,1
204,Action,Half-Life,9.99,70,Valve,76561198072729088,916.0,True,2
205,Action,Half-Life,9.99,70,Valve,76561198072729088,916.0,True,0
206,Action,Half-Life,9.99,70,Valve,76561198072729088,916.0,True,1
207,Action,Half-Life,9.99,70,Valve,porterbeans,1.0,True,2
208,Action,Half-Life,9.99,70,Valve,porterbeans,1.0,True,0
209,Action,Half-Life,9.99,70,Valve,porterbeans,1.0,True,1
210,Action,Half-Life,9.99,70,Valve,nossila,739.0,True,2
211,Action,Half-Life,9.99,70,Valve,nossila,739.0,True,0
212,Action,Half-Life,9.99,70,Valve,nossila,739.0,True,1
213,Action,Half-Life,9.99,70,Valve,76561198074803924,157.0,True,2
214,Action,Half-Life,9.99,70,Valve,76561198074803924,157.0,True,0
215,Action,Half-Life,9.99,70,Valve,76561198074803924,157.0,True,1
216,Action,Half-Life,9.99,70,Valve,OHMEGA101,64.0,True,2
217,Action,Half-Life,9.99,70,Valve,OHMEGA101,64.0,True,0
218,Action,Half-Life,9.99,70,Valve,OHMEGA101,64.0,True,1
219,Action,Half-Life,9.99,70,Valve,76561198082081096,335.0,True,2
220,Action,Half-Life,9.99,70,Valve,76561198082081096,335.0,True,0
221,Action,Half-Life,9.99,70,Valve,76561198082081096,335.0,True,1
222,Action,Half-Life,9.99,70,Valve,76561198084774946,40.0,True,2
223,Action,Half-Life,9.99,70,Valve,76561198084774946,40.0,True,0
224,Action,Half-Life,9.99,70,Valve,76561198084774946,40.0,True,1
225,Action,Half-Life,9.99,70,Valve,76561198088598699,488.0,True,2
226,Action,Half-Life,9.99,70,Valve,76561198088598699,488.0,True,0
227,Action,Half-Life,9.99,70,Valve,76561198088598699,488.0,True,1
228,Action,Half-Life,9.99,70,Valve,76561198088757963,140.0,True,2
229,Action,Half-Life,9.99,70,Valve,76561198088757963,140.0,True,0
230,Action,Half-Life,9.99,70,Valve,76561198088757963,140.0,True,1
231,Action,Half-Life,9.99,70,Valve,76561198091092718,4.0,True,2
232,Action,Half-Life,9.99,70,Valve,76561198091092718,4.0,True,0
233,Action,Half-Life,9.99,70,Valve,76561198091092718,4.0,True,1
234,Action,Half-Life,9.99,70,Valve,76561198091917113,170.0,True,2
235,Action,Half-Life,9.99,70,Valve,76561198091917113,170.0,True,0
236,Action,Half-Life,9.99,70,Valve,76561198091917113,170.0,True,1
237,Action,Half-Life,9.99,70,Valve,76561198094484732,241.0,True,2
238,Action,Half-Life,9.99,70,Valve,76561198094484732,241.0,True,0
239,Action,Half-Life,9.99,70,Valve,76561198094484732,241.0,True,1
240,Action,Half-Life,9.99,70,Valve,76561198097796479,38.0,True,2
241,Action,Half-Life,9.99,70,Valve,76561198097796479,38.0,True,0
242,Action,Half-Life,9.99,70,Valve,76561198097796479,38.0,True,1
243,Action,Half-Life,9.99,70,Valve,Kevito4,423.0,True,2
244,Action,Half-Life,9.99,70,Valve,Kevito4,423.0,True,0
245,Action,Half-Life,9.99,70,Valve,Kevito4,423.0,True,1
246,Action,Half-Life,9.99,70,Valve,76561198117862723,333.0,True,2
247,Action,Half-Life,9.99,70,Valve,76561198117862723,333.0,True,0
248,Action,Half-Life,9.99,70,Valve,76561198117862723,333.0,True,1
249,Action,Half-Life,9.99,70,Valve,76561198152012255,4.0,True,2
250,Action,Half-Life,9.99,70,Valve,76561198152012255,4.0,True,0
251,Action,Half-Life,9.99,70,Valve,76561198152012255,4.0,True,1
252,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198151870370,1.0,True,0
253,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198151870370,1.0,True,2
254,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198151870370,1.0,True,1
255,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198151870370,1.0,False,0
256,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198068552229,126.0,True,0
257,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198068552229,126.0,True,2
258,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198068552229,126.0,True,1
259,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198068552229,126.0,False,0
260,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198043195037,1716.0,True,0
261,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198043195037,1716.0,True,2
262,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198043195037,1716.0,True,1
263,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198043195037,1716.0,False,0
264,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198056857968,73.0,True,0
265,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198056857968,73.0,True,2
266,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198056857968,73.0,True,1
267,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198056857968,73.0,False,0
268,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,projecteldor,18.0,True,0
269,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,projecteldor,18.0,True,2
270,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,projecteldor,18.0,True,1
271,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,projecteldor,18.0,False,0
272,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198053399205,192.0,True,0
273,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198053399205,192.0,True,2
274,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198053399205,192.0,True,1
275,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198053399205,192.0,False,0
276,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,babymilkers,125.0,True,0
277,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,babymilkers,125.0,True,2
278,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,babymilkers,125.0,True,1
279,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,babymilkers,125.0,False,0
280,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198047185717,270.0,True,0
281,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198047185717,270.0,True,2
282,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198047185717,270.0,True,1
283,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198047185717,270.0,False,0
284,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,xCyberJetx,1.0,True,0
285,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,xCyberJetx,1.0,True,2
286,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,xCyberJetx,1.0,True,1
287,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,xCyberJetx,1.0,False,0
288,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,cooly792000,1.0,True,0
289,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,cooly792000,1.0,True,2
290,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,cooly792000,1.0,True,1
291,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,cooly792000,1.0,False,0
292,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,Fried_Bryce,374.0,True,0
293,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,Fried_Bryce,374.0,True,2
294,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,Fried_Bryce,374.0,True,1
295,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,Fried_Bryce,374.0,False,0
296,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198198021682,970.0,True,0
297,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198198021682,970.0,True,2
298,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198198021682,970.0,True,1
299,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198198021682,970.0,False,0
300,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,HolyGuan,11.0,True,0
301,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,HolyGuan,11.0,True,2
302,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,HolyGuan,11.0,True,1
303,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,HolyGuan,11.0,False,0
304,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,KKruger,1.0,True,0
305,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,KKruger,1.0,True,2
306,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,KKruger,1.0,True,1
307,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,KKruger,1.0,False,0
308,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,OzLocutus,63.0,True,0
309,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,OzLocutus,63.0,True,2
310,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,OzLocutus,63.0,True,1
311,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,OzLocutus,63.0,False,0
312,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,mjoz,446.0,True,0
313,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,mjoz,446.0,True,2
314,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,mjoz,446.0,True,1
315,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,mjoz,446.0,False,0
316,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,money_madman,344.0,True,0
317,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,money_madman,344.0,True,2
318,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,money_madman,344.0,True,1
319,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,money_madman,344.0,False,0
320,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198117002202,400.0,True,0
321,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198117002202,400.0,True,2
322,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198117002202,400.0,True,1
323,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198117002202,400.0,False,0
324,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,Soskii,292.0,True,0
325,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,Soskii,292.0,True,2
326,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,Soskii,292.0,True,1
327,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,Soskii,292.0,False,0
328,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198115279437,283.0,True,0
329,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198115279437,283.0,True,2
330,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198115279437,283.0,True,1
331,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198115279437,283.0,False,0
332,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198039227378,1.0,True,0
333,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198039227378,1.0,True,2
334,"Action, Indie, RPG",The Ship: Murder Party,9.99,2400,Outerlight Ltd.,76561198039227378,1.0,True,1
